Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD39,OUT035,2949.577781169941
NCU17,OUT019,296.59366785064867
FDJ20,OUT046,1865.5703260225337
NCW41,OUT018,2957.382867162377
FDL52,OUT035,255.4700534554272
FDS39,OUT035,1874.694635364035
DRJ47,OUT045,2755.694872674684
FDP13,OUT010,0.0
DRK39,OUT010,0.0
FDF28,OUT010,469.51699828108394
FDB09,OUT045,1977.5786251869004
FDM51,OUT046,1616.8039751913157
DRM49,OUT018,1046.0861190878
DRF23,OUT013,2416.2409817762227
DRH01,OUT035,2263.34938708509
FDH12,OUT027,3062.2100101327887
FDA28,OUT019,780.6730281897626
FDW37,OUT018,1746.4254413039325
FDF02,OUT046,1516.4104142734318
DRL37,OUT046,666.5436531096252
NCF43,OUT046,2186.6832828710353
FDH08,OUT010,2076.324548877871
FDR34,OUT019,2507.9632311971695
NCK19,OUT049,3370.5343824221754
NCD55,OUT018,1160.1040037191865
FDT27,OUT049,4041.5385525527336
FDQ57,OUT045,2362.3195814945993
FDA47,OUT035,2084.7543237742047
DRG15,OUT027,2393.9280335620406
FDE05,OUT018,2784.657242336827
FDN46,OUT046,1449.4137100394423
FDX27,OUT027,2830.8255922261433
FDT51,OUT045,1849.8673485968375
FDU33,OUT013,389.61302087713466
FDJ16,OUT027,2279.8587011123686
FDD20,OUT019,782.7963939934143
FDT36,OUT049,803.0518872481075
DRF15,OUT027,3853.10228223764
FDN52,OUT010,0.0
FDC22,OUT027,4352.761433448618
FDX15,OUT045,2379.627685362666
FDT13,OUT013,2741.4721427515688
FDU04,OUT017,1695.3223365921258
FDU31,OUT019,2268.726055557187
FDW59,OUT027,2851.9037897872768
NCO29,OUT046,2584.3367459358333
FDL15,OUT035,2016.831102239471
FDI41,OUT049,2671.1330070500617
FDQ48,OUT049,2027.047231956879
DRI39,OUT013,573.1279879008057
FDI08,OUT013,3706.611600915139
FDC21,OUT049,2148.2050534586792
FDF58,OUT035,671.2519772332334
FDS08,OUT010,1190.9344166940632
FDE47,OUT045,1982.0567778588465
NCP18,OUT019,1230.7990952623582
NCR41,OUT013,1367.5339757495153
FDA27,OUT013,3811.4678148953917
FDA43,OUT035,2632.418944107376
FDA49,OUT045,1356.2858226775293
NCE55,OUT018,3309.488117251768
DRM49,OUT027,2062.3466349573646
FDF22,OUT027,4796.030986645508
FDQ15,OUT018,1600.1993005793893
NCS54,OUT017,2535.26412654478
NCY05,OUT013,338.99399044129996
FDR45,OUT046,3760.6786592523285
FDK57,OUT049,2239.6152601163667
FDF41,OUT010,2102.4239357553806
FDV21,OUT046,2025.9840797080142
FDD51,OUT046,577.3970715288028
FDF33,OUT046,1742.1823446982758
FDA38,OUT046,3735.1296755802687
FDR56,OUT045,3042.3110392546687
NCN41,OUT017,1639.7454480016195
FDC60,OUT027,2753.4294198148864
FDB47,OUT045,3250.340307304121
DRH01,OUT013,2459.7263256256538
FDW08,OUT046,1466.550526256271
FDF38,OUT027,2128.592339203562
FDY32,OUT017,2159.304723234177
FDG34,OUT049,2157.3700987053385
FDG47,OUT019,2832.680471292533
NCF18,OUT035,2534.180546495292
FDL39,OUT019,1618.3548008525345
NCH55,OUT035,1617.5989111834078
DRJ35,OUT049,1410.3687911901052
FDS44,OUT035,3227.4666626461594
DRE01,OUT018,4048.411693431477
FDY39,OUT013,2695.4611770215743
FDY32,OUT018,2853.073584106589
FDR33,OUT027,3231.53612502287
NCP50,OUT049,1700.9961584023936
FDZ47,OUT018,1973.793083846701
FDU57,OUT049,2742.3112618877367
FDY44,OUT013,2884.503469035145
DRH59,OUT018,1593.972009531407
FDB03,OUT027,5072.733522321978
FDY46,OUT045,2958.8924546374747
FDM39,OUT045,2783.2084109034713
FDY36,OUT035,843.9192175665926
NCM55,OUT035,2482.7707176016693
FDJ50,OUT010,0.0
DRL60,OUT013,2178.969568292418
NCJ54,OUT049,3994.6031216793654
FDX59,OUT017,257.06089316472253
FDI07,OUT013,3001.1432098088953
DRF51,OUT010,0.0
FDM14,OUT017,1505.9479937118876
FDP21,OUT045,3040.642988005552
FDE40,OUT035,567.9017706016434
FDE05,OUT035,1977.8661724236363
FDM13,OUT027,3499.248542208332
FDC34,OUT027,3759.660120236813
NCI55,OUT018,2431.436024468463
NCE43,OUT018,3008.418293984987
FDW58,OUT018,2200.660786901589
FDG60,OUT045,3668.2114599015276
FDV31,OUT017,2404.47566128191
FDR47,OUT013,2747.1972746636056
FDM60,OUT019,0.0
NCF06,OUT018,4531.656947281372
NCN26,OUT027,3356.7673832806313
FDQ59,OUT049,1736.63791964639
FDF09,OUT046,606.1007042086449
NCS06,OUT017,3950.3503548292547
FDT44,OUT046,1740.9946316005858
FDI19,OUT017,3557.4622791804413
FDT22,OUT017,590.5903756196453
NCF54,OUT027,4124.5064053842325
DRG25,OUT045,2988.8410221526365
FDB59,OUT017,2888.0731207563376
FDQ37,OUT017,2716.4054220906355
FDP56,OUT035,376.7960205864315
FDW44,OUT035,2361.5956466617918
FDJ26,OUT010,1734.4428753311186
FDU43,OUT018,4182.462330121008
FDW33,OUT045,1597.9877995357301
NCX53,OUT027,3740.207245603079
FDN56,OUT010,603.0543944414526
DRF15,OUT049,2787.9236897129013
FDO33,OUT017,1478.978524585611
FDZ39,OUT010,177.14985980981055
NCJ19,OUT017,509.5220846516245
FDU01,OUT035,2616.0939734168433
FDT12,OUT035,3145.1878298065276
NCM18,OUT018,1372.5920218564115
FDP19,OUT017,1563.2289913190934
NCR42,OUT049,918.254682830107
FDN10,OUT046,1846.8826092196568
FDG44,OUT017,513.6006437875794
FDQ10,OUT046,2692.8615571008686
DRH13,OUT049,2082.3432719395614
FDT52,OUT013,3636.512163837243
FDM56,OUT045,1727.3960087455425
NCO43,OUT010,27.40908606874109
NCV29,OUT035,2467.846367774397
NCF06,OUT013,3883.631080216781
FDO50,OUT035,1005.4067825177935
FDT59,OUT013,3407.3845268970936
FDX40,OUT027,1947.6656511641872
FDE50,OUT017,2735.488671934979
FDX51,OUT017,2895.5917027172336
NCD30,OUT018,2031.6845350512513
FDK15,OUT013,1278.4422334352403
FDL12,OUT045,900.857262860729
FDK46,OUT017,3798.0214365222055
DRH49,OUT010,0.0
FDQ57,OUT046,2313.241635553929
FDY59,OUT017,1215.4505960398265
FDO09,OUT018,4467.1045525172085
NCG30,OUT035,1509.3623887841018
FDM09,OUT017,2363.7625897917997
NCN17,OUT027,3021.854807229128
NCS42,OUT013,1151.9849327748502
FDD02,OUT019,613.9494493530001
FDE34,OUT013,2546.079760274917
FDU38,OUT045,2979.494671110956
FDB33,OUT046,2495.5243588419967
NCJ29,OUT017,1119.1080739765407
FDZ27,OUT035,419.4162031802962
FDI40,OUT013,1252.7346453806085
FDG22,OUT013,429.2732820018855
FDT51,OUT017,1568.9516988847126
FDF20,OUT018,3577.7488510795447
FDV50,OUT035,1418.293918391193
FDT02,OUT049,983.8649335698915
DRC49,OUT017,1986.9438611482074
FDF26,OUT049,2789.3133113027434
FDV52,OUT035,1588.298386479145
FDX59,OUT049,921.2378532787347
FDV25,OUT035,3088.5121346773267
FDW23,OUT027,1995.554948002462
FDE53,OUT018,2167.1938269183865
FDA19,OUT017,1763.0974349015532
FDH22,OUT046,1824.6872173082343
NCO41,OUT013,1352.7277435533915
FDX12,OUT017,3570.821614828874
FDF17,OUT013,2858.0851193223907
FDS11,OUT045,3512.1749170053636
FDR51,OUT035,1818.409990369024
FDT49,OUT010,0.0
FDC56,OUT013,1544.8090744271044
FDR13,OUT027,3330.709670158976
FDQ60,OUT035,1436.4207466746652
FDN38,OUT049,4229.259279741722
NCL29,OUT013,2144.15046542681
FDO13,OUT027,3989.0110313807218
FDE26,OUT018,2633.0090480019135
FDA31,OUT010,977.1663096350749
FDX14,OUT035,758.8572255508634
FDA34,OUT045,2812.4434826060406
FDF26,OUT013,2200.5621576985895
FDE38,OUT045,2628.8232194259863
DRI11,OUT046,1777.272500696442
FDQ60,OUT027,3236.5106097618172
FDL21,OUT027,2175.855411912824
DRC12,OUT027,4480.769165236708
FDC47,OUT046,3445.8370911841694
FDE57,OUT045,2232.723864969841
FDT14,OUT045,1817.0947105176829
NCZ53,OUT046,2976.970292414325
FDE28,OUT018,3951.1073830800215
FDR19,OUT035,1743.80831051942
NCF54,OUT019,1513.214149318394
FDZ08,OUT046,1188.2663845283078
NCJ05,OUT018,2869.476079507691
FDF59,OUT046,1945.4884793527035
NCO05,OUT035,1196.3340097666764
FDW24,OUT018,1230.7909754225939
NCX42,OUT018,3111.5542578096683
NCA53,OUT035,439.0516650369259
FDI45,OUT019,1587.9665267855817
FDG46,OUT046,1812.6319134286937
FDM20,OUT010,2258.751544785451
FDW11,OUT010,0.0
FDX08,OUT035,2462.729317889137
NCK17,OUT035,278.1693181568726
FDK32,OUT018,2855.6959235133245
NCA42,OUT035,2146.632919371388
DRI01,OUT035,2325.19230931101
NCL55,OUT049,4429.189498376334
DRE25,OUT018,1905.2347930740016
FDD14,OUT017,2422.8478936433066
FDB10,OUT046,3640.698879625029
DRN11,OUT035,1718.2315213439533
FDP38,OUT018,1267.7873042326019
NCA30,OUT017,2570.731271316846
FDT15,OUT017,2674.760240556645
NCP55,OUT018,1408.0283042322562
FDF12,OUT035,1883.3984553542796
FDM21,OUT018,4443.794872230261
FDX56,OUT035,2836.7161154310606
FDF10,OUT017,1895.4095549544745
FDT32,OUT045,2999.462519507686
FDM51,OUT018,2109.6242928505544
NCR50,OUT018,2926.1349376332864
FDI19,OUT049,4171.701348339531
FDX21,OUT017,1378.5980063625534
FDR31,OUT035,1925.5797825457962
FDY02,OUT013,3825.542603941176
NCA29,OUT045,2767.7730905356666
NCX17,OUT046,3504.1592364991666
FDM12,OUT045,2994.6337485284685
FDI53,OUT027,3856.447084785622
NCU30,OUT049,3019.8710859630846
FDC56,OUT027,3233.7396491093696
FDK27,OUT018,2441.1111285493107
NCK18,OUT017,2405.8956122825257
FDB52,OUT019,2862.0049354004886
DRG25,OUT027,4451.336659867913
FDZ13,OUT049,1063.1862509675225
FDB57,OUT019,2400.108382680863
FDR40,OUT046,1362.9255754977066
NCO14,OUT019,0.0
NCN19,OUT045,3067.524792586625
FDQ28,OUT019,1217.1090165919504
FDO13,OUT018,2999.737850985939
FDK48,OUT013,1047.7933204164542
FDU07,OUT018,2816.1233313079765
FDW20,OUT046,1983.4999577786066
FDV12,OUT010,0.0
FDH24,OUT013,2285.6461095616737
FDV59,OUT049,3749.5726101663313
FDK57,OUT045,1865.9219201834785
FDL16,OUT027,1981.5082969202576
NCQ17,OUT046,2304.1274835105187
FDJ15,OUT018,3413.96393641336
FDX24,OUT049,1907.2504896174219
FDT47,OUT046,1581.5480059183192
FDT10,OUT049,1361.4634611854426
FDZ37,OUT018,1893.5845195123557
FDW43,OUT027,5108.435967089974
DRN36,OUT017,1247.502333715432
FDJ14,OUT045,1314.3443554782575
FDA32,OUT013,3203.191297378188
FDJ38,OUT019,1814.6205362186479
FDQ57,OUT017,2116.1689130723244
NCQ41,OUT019,1946.8142633412203
FDG56,OUT049,1322.3348470675978
DRC13,OUT027,3461.55897614903
FDV55,OUT035,1874.4542016353084
FDQ49,OUT045,2590.672489915072
FDE29,OUT010,0.0
FDR03,OUT013,3107.0794204878457
FDD45,OUT049,1909.43304866179
FDN38,OUT010,2252.0982155464544
FDT56,OUT046,822.5683408536593
FDT48,OUT045,3141.3984898211047
FDU03,OUT049,3185.1811305219308
FDC56,OUT010,107.24769640883142
NCO43,OUT027,3011.121836734368
FDQ27,OUT017,1374.3129749697782
FDR03,OUT046,3298.956731003538
DRH23,OUT010,0.0
FDG22,OUT045,683.3953584259125
NCJ42,OUT013,1458.1531144227956
FDR24,OUT046,1401.0405255055916
FDW60,OUT035,2443.501969576154
FDJ08,OUT013,2652.093776353561
DRL59,OUT018,1315.9842455546477
FDG60,OUT010,2034.2123075895333
FDW27,OUT017,2287.730925744976
FDX14,OUT018,1613.7548155157538
FDC20,OUT013,691.9163224904237
NCS29,OUT018,4536.722953499853
FDJ56,OUT046,1343.935807943872
FDB20,OUT019,0.0
FDL28,OUT027,5033.731932999013
FDW01,OUT018,2794.4013364010807
FDL03,OUT046,3142.4877500306266
FDX22,OUT049,3730.9024103035827
FDJ21,OUT035,1946.9387335280944
FDR31,OUT045,2363.5119063018537
FDG21,OUT035,1890.0816415360869
FDS22,OUT027,2202.261703279377
FDK08,OUT035,1100.1567769989006
FDE17,OUT018,2850.8420198259473
NCN30,OUT017,1291.5762007386702
FDT50,OUT046,1437.5799418736337
NCX42,OUT049,3003.939539452943
FDJ12,OUT035,2909.5890488930754
NCA18,OUT027,3278.2221540485025
FDP23,OUT019,2215.6546190225586
FDX12,OUT013,3648.087807406383
FDN40,OUT018,2776.6518116037287
FDV48,OUT035,860.7411247065288
NCY54,OUT013,2267.709576779478
FDL16,OUT010,0.0
FDR45,OUT018,4239.434101509885
FDJ52,OUT046,2538.5813774010458
DRG01,OUT017,968.3537331972302
FDP52,OUT013,3390.2271560871695
FDU58,OUT017,2727.0335342600574
FDL02,OUT045,1625.994044527979
FDG28,OUT013,3621.0431026956812
FDA19,OUT035,1626.6335012220761
FDW46,OUT027,2501.9530427472273
NCD43,OUT049,2046.9249965350868
DRG39,OUT013,597.3644586260275
NCF55,OUT049,982.1358366074105
FDJ07,OUT046,1879.643658726598
FDE08,OUT046,2326.3683019793825
FDP56,OUT019,0.0
FDT45,OUT045,859.0425345196204
FDF17,OUT018,3502.822633329515
FDX44,OUT046,1356.4789365584074
FDM28,OUT027,4264.502209831901
FDI36,OUT049,3480.1019780881707
FDS07,OUT045,1749.457782950105
FDD36,OUT045,1900.1732512920407
FDW11,OUT046,917.2730618512337
FDN40,OUT049,2734.893814111697
NCQ18,OUT049,1785.4533927721286
NCQ54,OUT017,2402.33969123341
NCS42,OUT045,1426.2742758143222
DRH39,OUT010,0.0
FDC09,OUT027,3142.1405000363648
FDT08,OUT010,789.0061848557339
FDC08,OUT035,3255.4847797133207
FDT20,OUT017,335.132135373904
FDS35,OUT035,522.571579020148
FDX58,OUT018,3316.0812856261446
FDW58,OUT046,1722.313230420158
DRD27,OUT046,1606.9436685148553
FDH32,OUT019,247.20434922595723
FDS26,OUT035,3665.8401741683365
FDQ31,OUT046,1361.0561454782564
FDP11,OUT018,3844.1277991373163
FDD58,OUT017,1288.9051818793973
FDM33,OUT045,3390.0372547877178
FDZ16,OUT049,3305.0548804886203
NCS29,OUT010,2514.0915272404154
NCM18,OUT019,0.0
FDP11,OUT049,3774.2110039362333
NCC42,OUT017,1957.9758094987928
DRM23,OUT046,2550.3585786971116
NCN55,OUT027,5178.221845316446
FDK46,OUT013,3814.157287428132
FDR01,OUT046,3102.843390277454
NCA05,OUT045,2415.232262743043
NCP43,OUT017,2557.795881000755
FDR12,OUT010,1164.7059359505056
FDQ01,OUT013,3644.4057849092706
FDM13,OUT046,1999.5441153677111
FDQ19,OUT017,3619.360626629479
FDK56,OUT019,1483.9044074262738
NCX06,OUT010,1376.5391362573982
FDO56,OUT027,3348.9458568543023
FDU45,OUT045,1852.9677778819014
FDI16,OUT019,0.0
FDL32,OUT046,1670.3160845873226
FDA07,OUT046,1970.0106396650376
FDA14,OUT045,2300.9704229654863
FDV46,OUT027,3701.235355706229
NCO07,OUT035,3012.0021969107665
NCP41,OUT046,1685.7072108215702
FDY60,OUT018,2725.9079587144006
FDN38,OUT017,3622.5769108945697
FDO15,OUT046,1254.0540337920356
FDT60,OUT013,1638.0556761801186
FDA55,OUT035,3154.8706813004947
FDE02,OUT010,0.0
DRJ39,OUT049,3856.2958856265177
FDV34,OUT035,891.3044700637861
FDS20,OUT027,4321.884355493655
FDF02,OUT027,2973.0152468800943
FDW40,OUT017,1927.3747282163358
NCB43,OUT046,2826.8865062621408
FDR58,OUT017,1178.8745336105299
DRJ59,OUT035,298.79876508466305
NCD30,OUT017,1327.2368451273742
FDE14,OUT017,1328.5977718227787
FDC28,OUT018,2127.943191380591
FDU16,OUT018,1790.1610615787167
NCD19,OUT035,555.4635655103325
FDU21,OUT046,542.720944649483
FDV59,OUT027,4837.423688159261
FDU03,OUT045,2988.226083659125
FDC33,OUT010,1694.062395370544
NCR42,OUT035,187.7792398835736
DRH59,OUT035,788.9097264923689
NCM31,OUT035,1927.786262606567
FDS50,OUT035,3084.670565744829
FDP39,OUT046,774.3180455429483
FDQ55,OUT013,1691.0904477599174
FDV36,OUT019,789.4111192373753
FDI05,OUT027,2568.259511009798
FDS45,OUT027,3201.139705455633
FDA39,OUT045,692.1937126799639
FDC37,OUT010,160.6663373756951
FDJ60,OUT027,4055.7652218979256
DRQ35,OUT046,1908.475426160437
NCJ06,OUT046,1881.4102700478325
NCY42,OUT018,2761.9040469940574
DRM37,OUT049,3539.3935085292314
FDR14,OUT045,644.9663725838404
FDE51,OUT049,1030.884976915319
FDT33,OUT017,2408.439629880918
FDR08,OUT013,1557.4844074667812
FDE36,OUT010,1021.4680494913891
FDL22,OUT019,247.4904267172351
FDR44,OUT013,1782.46805063375
FDI56,OUT019,74.17866648789914
FDE47,OUT010,454.0139340968717
FDV27,OUT010,0.0
FDV10,OUT049,1051.241526857329
FDC40,OUT045,1262.0391611405275
NCX41,OUT013,3120.418499897298
NCQ38,OUT027,3151.3755065763817
FDV12,OUT027,3028.7051361678205
FDE52,OUT017,1179.285646304601
FDG20,OUT027,4133.493700220251
FDV16,OUT027,1966.9450436626576
FDI32,OUT017,1339.4061074379829
FDJ32,OUT049,1422.9639062240458
FDN39,OUT018,3121.869230724419
FDY34,OUT017,2454.491654441622
FDC14,OUT035,314.2126676737239
FDA55,OUT017,3277.2718783267273
FDZ50,OUT010,1229.6696027990902
DRG13,OUT049,2998.165773872026
FDP01,OUT013,2180.0148766778357
NCG54,OUT017,2393.7207890105437
FDM13,OUT045,2059.4384518057077
NCO18,OUT027,4282.242716509687
NCW41,OUT013,2274.986443564096
FDM52,OUT027,3797.833015108494
NCF55,OUT035,214.15930215000935
FDT09,OUT046,2133.8249272783787
NCM19,OUT035,1362.8203761925479
FDW12,OUT018,2844.0401887640546
FDP15,OUT019,2708.194993654417
FDK36,OUT045,834.7633939689949
FDZ25,OUT035,2369.8485675158036
NCW06,OUT049,3405.4686374441826
FDW60,OUT046,2835.5520530857084
DRC49,OUT013,2032.8704260569043
NCT17,OUT035,2596.7137855416086
NCN06,OUT018,2916.980491922721
FDC45,OUT013,2316.6217752083026
DRJ47,OUT019,1485.5424379569663
NCF06,OUT045,4108.191996071378
FDE21,OUT010,331.801558979982
DRG27,OUT013,325.02256916781926
FDW40,OUT049,2543.5032605721044
NCO53,OUT046,2678.7755721215226
FDE23,OUT049,1126.4501536668831
FDQ16,OUT046,1689.857366086383
FDS26,OUT045,4022.4807205722527
FDZ13,OUT010,0.0
FDS14,OUT049,2817.4560219145924
FDC10,OUT045,1894.9225123361311
FDY16,OUT049,3381.5655938239124
FDJ20,OUT035,1550.0179552521877
FDV43,OUT035,249.73890040655624
FDZ32,OUT027,3156.7517710054562
FDR23,OUT046,2655.010372153144
FDN24,OUT035,344.5909459809859
FDE34,OUT027,4232.705978195174
FDU31,OUT013,3253.079357408059
FDW33,OUT018,2060.224973395022
FDU26,OUT046,1855.3050644846217
FDE20,OUT027,4204.03783660499
NCW05,OUT035,1134.5149952449465
FDB22,OUT018,2907.2719816632534
FDO56,OUT046,1833.8962593930087
FDA19,OUT027,3471.00671509689
DRI39,OUT045,828.569014478202
FDH52,OUT018,1431.8942272594504
FDZ50,OUT035,2464.864690675937
NCN42,OUT035,1986.33782052769
FDB53,OUT013,1960.3398794292202
DRG11,OUT017,1393.7774823858354
DRK11,OUT027,3838.4078145060603
FDQ60,OUT017,1581.7674938811106
FDT36,OUT017,168.1569028594845
DRG25,OUT018,3406.0667766268707
DRJ23,OUT046,2970.958324959318
FDG05,OUT035,2070.81035779301
NCK06,OUT018,2405.429340155213
FDU52,OUT017,2127.7754627730355
FDW07,OUT018,1720.8975437616527
NCM17,OUT045,693.1709921297906
FDA22,OUT045,2619.083278590372
NCA41,OUT018,3512.8810830273005
FDF38,OUT035,340.96367145863087
FDH52,OUT046,990.6878685705137
FDY58,OUT019,2360.774514192349
FDZ16,OUT045,2945.350600437012
NCM18,OUT017,657.0849665585142
FDA22,OUT018,3014.256284755078
NCJ43,OUT035,2411.9032173822748
FDI34,OUT027,5044.232597107381
FDG56,OUT046,935.5997287963469
FDS34,OUT046,1791.6605468925231
DRC01,OUT035,503.60995595607574
FDQ04,OUT035,182.32107388751683
FDK04,OUT035,522.605210589446
FDT51,OUT049,2200.100484740221
FDV26,OUT017,2800.214486210104
FDS04,OUT049,2473.1286099193885
FDW43,OUT018,4092.3915994123636
FDQ28,OUT010,845.053414285464
NCK06,OUT017,1694.7826206788068
FDS23,OUT018,2332.1813970904695
FDZ36,OUT019,1705.26561319773
FDE56,OUT018,1294.288514675296
FDW10,OUT027,4268.321948543045
NCN14,OUT045,2869.3441438147747
NCQ18,OUT045,1436.6917531283189
FDW08,OUT017,1478.8185446471734
FDU43,OUT035,3341.501632183368
FDR33,OUT010,189.95982090662073
FDM24,OUT010,734.4283758429474
NCZ05,OUT046,1571.9395624946824
NCV41,OUT035,1432.6423926602965
FDV11,OUT018,3142.36545378531
NCY05,OUT035,195.72243461652806
FDV44,OUT018,3442.9281564898465
FDW32,OUT049,1669.3201884531445
NCU18,OUT027,3677.453841528699
NCC43,OUT035,3626.6487380654753
FDW19,OUT013,1560.1990095913047
FDN31,OUT035,2580.955595614706
FDI48,OUT045,833.2705899545144
FDS24,OUT017,1155.0963773584917
FDF46,OUT049,2266.2424004149
DRG23,OUT017,2058.504020011582
FDG14,OUT018,2835.6270090032367
NCY30,OUT049,3225.5049019706667
FDO28,OUT018,2429.3041015432755
DRD24,OUT035,1893.0054095661208
FDI33,OUT049,1832.6005737087426
FDN32,OUT046,2931.1732199649778
FDR16,OUT045,3297.6663317814246
FDF26,OUT046,2410.3230804372092
NCN29,OUT018,1275.0933447930165
FDE20,OUT045,2762.3529138212207
FDA46,OUT046,2894.010040577772
FDU28,OUT045,2931.4668523584096
FDQ48,OUT045,1629.1645964364507
FDV36,OUT013,1845.3561305015673
FDR14,OUT018,1081.999839550865
FDP23,OUT017,3135.114634681405
FDP56,OUT013,577.804837452958
FDK48,OUT010,0.0
FDR48,OUT046,2225.9516388739426
NCY29,OUT049,1237.395588312368
FDM22,OUT018,1341.594795578093
DRJ01,OUT013,2229.594588041134
FDZ43,OUT045,3862.216543891731
FDV03,OUT035,2031.8706931736392
FDX11,OUT027,4226.796373594746
NCA41,OUT027,4505.592493284881
FDE38,OUT017,2350.8434102767815
FDI27,OUT018,1196.6919651927756
FDN32,OUT013,2693.2806080399178
NCN43,OUT017,1706.8216245878903
FDB47,OUT027,4668.883658460105
FDV03,OUT017,2162.0655665710274
NCN30,OUT045,1614.66396287526
NCV54,OUT010,358.87973569407995
FDV07,OUT013,1519.2554141795854
FDP07,OUT049,3418.7326887650215
FDK48,OUT018,1604.279018460319
FDM15,OUT019,1174.977502765591
FDY19,OUT027,3300.7780118234487
FDK46,OUT046,4039.519014710808
FDY11,OUT045,1111.485748227703
FDH09,OUT046,794.8653280697254
FDO08,OUT027,4065.7189941936595
FDU14,OUT013,3708.3564845593773
FDD22,OUT027,3154.2273913072713
FDM27,OUT017,2071.303458777211
FDL02,OUT027,3060.1500906071324
NCA17,OUT035,2008.5088574743586
FDE38,OUT019,1376.0049184687769
NCG07,OUT049,3326.651785120055
DRC27,OUT013,3622.5018154009904
FDA27,OUT035,3674.462511201812
FDW40,OUT045,2194.763120738714
DRI11,OUT013,1603.3920222086167
FDN50,OUT046,1525.4039014554446
FDR12,OUT046,2704.2921014868643
FDT34,OUT027,2909.0862373832315
FDW11,OUT035,576.7348845547035
NCO30,OUT027,4373.6308053397115
FDZ34,OUT017,2743.332167988875
FDU45,OUT017,1571.916710026112
NCD42,OUT035,264.57002868483096
FDX25,OUT045,2778.5518300517515
NCR29,OUT046,851.2364547573384
FDX43,OUT019,1547.7846941549792
FDB04,OUT010,0.0
FDR49,OUT027,2036.3897634562559
FDS39,OUT018,2708.0821134728767
FDW58,OUT045,1756.8675891697449
FDG22,OUT019,0.0
FDG31,OUT017,744.6585810054448
NCV53,OUT027,5277.832701380936
DRJ37,OUT035,1968.521355802096
FDV07,OUT035,1369.7642367076674
FDW52,OUT018,3095.1192869984434
FDT15,OUT045,2962.0935912904397
FDD02,OUT018,2302.6758341082186
FDM16,OUT035,832.0604363675143
NCE55,OUT046,2602.1189065169556
FDB57,OUT018,4004.8358822496675
FDQ04,OUT013,391.17070307640734
FDQ47,OUT019,0.0
FDY14,OUT019,2853.238535737678
DRK37,OUT017,2703.5219613541894
FDO25,OUT017,2890.328018592323
FDL57,OUT046,4058.5571696498537
NCK29,OUT018,2259.9457485922558
FDK46,OUT027,5607.656785278894
NCB43,OUT010,1214.2446793606755
DRE01,OUT027,5058.408619857602
FDC46,OUT018,3253.941002695863
FDQ23,OUT045,1683.516221357072
FDX38,OUT049,1190.3302016501848
FDG60,OUT018,4118.082402389793
FDW55,OUT017,3678.758664992678
FDP39,OUT013,534.932781875601
FDB20,OUT018,1677.9622436409136
FDV21,OUT017,1528.4514360552785
FDZ02,OUT013,1333.496974300464
FDP19,OUT027,3277.484973942579
FDA38,OUT035,3439.8448482169415
FDH22,OUT045,1882.7957553372344
DRM11,OUT045,4087.8026067680103
FDO12,OUT027,4560.348445011106
FDT14,OUT049,2170.533145240498
FDW34,OUT010,2277.3776065012535
FDG04,OUT027,4457.336635538044
FDW59,OUT018,1813.96214544125
FDR33,OUT018,2197.218123097784
FDP32,OUT013,1861.856585824442
FDL13,OUT027,5104.537225737715
FDD22,OUT013,1485.1795308298883
FDV40,OUT027,2646.6471933255325
NCD55,OUT046,670.395206060768
FDQ20,OUT010,0.0
FDD28,OUT045,925.8362014672803
FDC39,OUT045,3116.0005612262294
NCR17,OUT049,2253.523573799269
DRO35,OUT018,2295.003871719452
FDF40,OUT049,4355.313586817148
FDR31,OUT018,2741.626885936992
NCQ41,OUT017,2871.78171722584
FDP38,OUT046,779.6872472744626
NCU54,OUT027,4651.878403416229
FDG22,OUT018,1058.4131183789232
DRK59,OUT013,3399.7722641671126
FDC37,OUT046,1657.9222312493794
NCO42,OUT013,2102.7302306654196
NCT42,OUT017,2126.7121191100523
FDX27,OUT035,1199.462433675175
FDV40,OUT018,1663.4676013757962
FDT45,OUT027,2302.373188587853
FDS47,OUT019,0.0
FDR45,OUT035,3384.238896123564
FDB03,OUT045,3638.580210031827
FDO49,OUT035,494.56074021842414
FDU60,OUT027,4072.352910596149
FDB26,OUT018,1323.612571746089
FDB46,OUT017,3055.6681898546913
FDQ37,OUT019,1729.941945146642
FDN03,OUT017,3734.891102721128
NCX30,OUT045,3950.806945427549
FDK32,OUT019,1224.8023312814776
DRM47,OUT013,2788.1236904933266
NCO02,OUT046,997.9968204022193
FDP04,OUT013,835.9039928888101
NCO43,OUT049,1965.0235532229176
FDD59,OUT013,1068.7556662970142
FDQ10,OUT017,2457.763763931226
FDW45,OUT035,1965.6035264867533
NCK30,OUT049,4359.1423395366955
FDU31,OUT018,3880.780552650993
NCQ17,OUT019,1027.1337950646116
FDN01,OUT017,2440.560850127602
FDZ19,OUT049,3042.387781086306
DRG37,OUT017,2235.0550291239324
FDE32,OUT045,624.298288000331
FDO34,OUT049,3045.4517276519036
FDM04,OUT019,0.0
FDZ25,OUT049,3111.2776041765437
FDU08,OUT049,1962.913046031034
NCW30,OUT045,4124.231554124489
NCM18,OUT013,682.893976712202
FDS22,OUT035,370.0969912710143
NCH18,OUT017,3577.130657886327
FDC23,OUT013,2629.003188039248
FDY46,OUT013,2701.6772538778678
